<TICKER>;<PER>;<DATE>;<TIME>;<LAST>;<VOL>
VTBR;0;20140425;100014;0.037800000;30000
VTBR;0;20140425;100015;0.037750000;140000
VTBR;0;20140425;100017;0.037800000;80000
VTBR;0;20140425;100017;0.037800000;80000
VTBR;0;20140425;100018;0.037800000;4920000
VTBR;0;20140425;100018;0.037810000;40000
VTBR;0;20140425;100018;0.037810000;40000
VTBR;0;20140425;100018;0.037810000;80000
VTBR;0;20140425;100020;0.037810000;100000
VTBR;0;20140425;100021;0.037870000;1100000
VTBR;0;20140425;100021;0.037850000;100000
VTBR;0;20140425;100022;0.037870000;1000000
VTBR;0;20140425;100022;0.037870000;200000
VTBR;0;20140425;100022;0.037870000;1000000
VTBR;0;20140425;100022;0.037880000;800000
VTBR;0;20140425;100022;0.037880000;1000000
VTBR;0;20140425;100022;0.037880000;13200000
VTBR;0;20140425;100022;0.037890000;2000000
VTBR;0;20140425;100026;0.037860000;400000
VTBR;0;20140425;100026;0.037890000;6910000
VTBR;0;20140425;100026;0.037890000;600000
VTBR;0;20140425;100026;0.037900000;100000
VTBR;0;20140425;100026;0.037900000;2630000
VTBR;0;20140425;100026;0.037900000;200000
VTBR;0;20140425;100026;0.037900000;5620000
VTBR;0;20140425;100027;0.037900000;200000
VTBR;0;20140425;100027;0.037900000;1000000
VTBR;0;20140425;100028;0.037900000;2660000
VTBR;0;20140425;100028;0.037860000;14600000
VTBR;0;20140425;100028;0.037860000;15000000
VTBR;0;20140425;100028;0.037850000;17740000
VTBR;0;20140425;100031;0.037830000;450000
VTBR;0;20140425;100037;0.037860000;190000
VTBR;0;20140425;100037;0.037850000;220000
VTBR;0;20140425;100037;0.037850000;140000
VTBR;0;20140425;100040;0.037850000;300000
VTBR;0;20140425;100042;0.037840000;100000
VTBR;0;20140425;100044;0.037870000;10000000
VTBR;0;20140425;100045;0.037850000;15000000
VTBR;0;20140425;100045;0.037840000;14900000
VTBR;0;20140425;100045;0.037820000;10100000
VTBR;0;20140425;100047;0.037870000;1000000
VTBR;0;20140425;100047;0.037880000;330000
VTBR;0;20140425;100047;0.037880000;20000
VTBR;0;20140425;100047;0.037880000;3670000
VTBR;0;20140425;100047;0.037880000;1000000
VTBR;0;20140425;100047;0.037890000;1670000
VTBR;0;20140425;100054;0.037870000;10000
VTBR;0;20140425;100055;0.037870000;2000000
VTBR;0;20140425;100101;0.037870000;200000
VTBR;0;20140425;100101;0.037870000;12790000
VTBR;0;20140425;100102;0.037860000;7400000
VTBR;0;20140425;100106;0.037850000;80000
VTBR;0;20140425;100106;0.037840000;2000000
VTBR;0;20140425;100106;0.037840000;500000
VTBR;0;20140425;100110;0.037820000;100000
VTBR;0;20140425;100110;0.037820000;5900000
VTBR;0;20140425;100111;0.037820000;3000000
VTBR;0;20140425;100111;0.037820000;1100000
VTBR;0;20140425;100111;0.037820000;20000
VTBR;0;20140425;100113;0.037820000;1000000
VTBR;0;20140425;100114;0.037810000;10000
VTBR;0;20140425;100114;0.037810000;100000
VTBR;0;20140425;100114;0.037810000;2000000
VTBR;0;20140425;100114;0.037810000;10000
VTBR;0;20140425;100114;0.037810000;3000000
VTBR;0;20140425;100114;0.037810000;1660000
VTBR;0;20140425;100114;0.037810000;1000000
VTBR;0;20140425;100114;0.037810000;10000
VTBR;0;20140425;100114;0.037810000;210000
VTBR;0;20140425;100115;0.037810000;250000
VTBR;0;20140425;100117;0.037820000;4000000
VTBR;0;20140425;100117;0.037830000;11830000
VTBR;0;20140425;100117;0.037830000;830000
VTBR;0;20140425;100117;0.037830000;830000
VTBR;0;20140425;100117;0.037830000;830000
VTBR;0;20140425;100117;0.037820000;80000
VTBR;0;20140425;100120;0.037820000;3670000
VTBR;0;20140425;100120;0.037820000;4630000
VTBR;0;20140425;100120;0.037810000;8840000
VTBR;0;20140425;100120;0.037810000;700000
VTBR;0;20140425;100120;0.037810000;20000
VTBR;0;20140425;100121;0.037810000;700000
VTBR;0;20140425;100121;0.037810000;1900000
VTBR;0;20140425;100121;0.037810000;12700000
VTBR;0;20140425;100121;0.037810000;14810000
VTBR;0;20140425;100121;0.037810000;1900000
VTBR;0;20140425;100121;0.037810000;1750000
VTBR;0;20140425;100121;0.037810000;3620000
VTBR;0;20140425;100121;0.037810000;760000
VTBR;0;20140425;100121;0.037810000;580000
VTBR;0;20140425;100121;0.037810000;760000
VTBR;0;20140425;100121;0.037810000;500000
VTBR;0;20140425;100121;0.037810000;100000
VTBR;0;20140425;100121;0.037800000;36280000
VTBR;0;20140425;100121;0.037800000;800000
VTBR;0;20140425;100122;0.037800000;6200000
VTBR;0;20140425;100123;0.037800000;14260000
VTBR;0;20140425;100123;0.037800000;300000
VTBR;0;20140425;100123;0.037800000;5000000
VTBR;0;20140425;100124;0.037800000;5000000
VTBR;0;20140425;100124;0.037800000;5000000
VTBR;0;20140425;100125;0.037800000;5000000
VTBR;0;20140425;100125;0.037800000;1000000
VTBR;0;20140425;100125;0.037800000;10000
VTBR;0;20140425;100125;0.037800000;1900000
VTBR;0;20140425;100125;0.037810000;210000
VTBR;0;20140425;100125;0.037800000;200000
VTBR;0;20140425;100126;0.037800000;800000
VTBR;0;20140425;100126;0.037800000;1600000
VTBR;0;20140425;100126;0.037800000;10000
VTBR;0;20140425;100127;0.037810000;830000
VTBR;0;20140425;100129;0.037800000;7300000
VTBR;0;20140425;100131;0.037830000;10000
VTBR;0;20140425;100132;0.037800000;20000
VTBR;0;20140425;100132;0.037800000;80000
VTBR;0;20140425;100132;0.037800000;9240000
VTBR;0;20140425;100132;0.037800000;10000
VTBR;0;20140425;100132;0.037800000;4930000
VTBR;0;20140425;100132;0.037800000;660000
VTBR;0;20140425;100132;0.037800000;170000
VTBR;0;20140425;100132;0.037800000;80000
VTBR;0;20140425;100132;0.037800000;80000
VTBR;0;20140425;100132;0.037800000;80000
VTBR;0;20140425;100133;0.037800000;11300000
VTBR;0;20140425;100133;0.037800000;20000
VTBR;0;20140425;100134;0.037800000;5000000
VTBR;0;20140425;100134;0.037800000;1000000
VTBR;0;20140425;100135;0.037800000;1680000
VTBR;0;20140425;100135;0.037780000;100000
VTBR;0;20140425;100136;0.037780000;960000
VTBR;0;20140425;100136;0.037780000;140000
VTBR;0;20140425;100136;0.037780000;3860000
VTBR;0;20140425;100136;0.037770000;2020000
VTBR;0;20140425;100137;0.037750000;2020000
VTBR;0;20140425;100137;0.037750000;840000
VTBR;0;20140425;100138;0.037740000;1200000
VTBR;0;20140425;100138;0.037740000;5000000
VTBR;0;20140425;100138;0.037740000;13800000
VTBR;0;20140425;100138;0.037730000;300000
VTBR;0;20140425;100138;0.037730000;300000
VTBR;0;20140425;100138;0.037730000;5000000
VTBR;0;20140425;100138;0.037730000;80000
VTBR;0;20140425;100138;0.037730000;80000
VTBR;0;20140425;100138;0.037730000;11590000
VTBR;0;20140425;100139;0.037720000;6000000
VTBR;0;20140425;100142;0.037740000;80000
VTBR;0;20140425;100142;0.037740000;80000
VTBR;0;20140425;100143;0.037740000;10000
VTBR;0;20140425;100144;0.037760000;20000
VTBR;0;20140425;100146;0.037740000;1000000
VTBR;0;20140425;100147;0.037750000;10000
VTBR;0;20140425;100147;0.037740000;990000
VTBR;0;20140425;100148;0.037740000;2000000
VTBR;0;20140425;100149;0.037750000;10000
VTBR;0;20140425;100154;0.037760000;200000
VTBR;0;20140425;100158;0.037750000;80000
VTBR;0;20140425;100201;0.037770000;200000
VTBR;0;20140425;100201;0.037780000;300000
VTBR;0;20140425;100202;0.037760000;80000
VTBR;0;20140425;100204;0.037780000;70000
VTBR;0;20140425;100205;0.037760000;10000
VTBR;0;20140425;100209;0.037760000;700000
VTBR;0;20140425;100215;0.037760000;10000
VTBR;0;20140425;100230;0.037770000;80000
VTBR;0;20140425;100230;0.037770000;80000
VTBR;0;20140425;100231;0.037770000;10000
VTBR;0;20140425;100232;0.037770000;300000
VTBR;0;20140425;100241;0.037770000;1500000
VTBR;0;20140425;100243;0.037770000;100000
VTBR;0;20140425;100245;0.037770000;140000
VTBR;0;20140425;100252;0.037770000;2000000
VTBR;0;20140425;100301;0.037790000;10000
VTBR;0;20140425;100304;0.037770000;2790000
VTBR;0;20140425;100304;0.037770000;230000
VTBR;0;20140425;100304;0.037770000;500000
VTBR;0;20140425;100304;0.037770000;320000
VTBR;0;20140425;100304;0.037760000;1160000
VTBR;0;20140425;100307;0.037780000;500000
VTBR;0;20140425;100307;0.037790000;200000
VTBR;0;20140425;100311;0.037790000;290000
VTBR;0;20140425;100311;0.037790000;710000
VTBR;0;20140425;100312;0.037790000;80000
VTBR;0;20140425;100312;0.037790000;80000
VTBR;0;20140425;100312;0.037790000;830000
VTBR;0;20140425;100324;0.037800000;5000000
VTBR;0;20140425;100324;0.037800000;1000000
VTBR;0;20140425;100324;0.037800000;6200000
VTBR;0;20140425;100324;0.037800000;5000000
VTBR;0;20140425;100324;0.037800000;500000
VTBR;0;20140425;100324;0.037800000;200000
VTBR;0;20140425;100329;0.037800000;3000000
VTBR;0;20140425;100330;0.037820000;2770000
VTBR;0;20140425;100330;0.037820000;9630000
VTBR;0;20140425;100330;0.037820000;830000
VTBR;0;20140425;100330;0.037820000;5980000
VTBR;0;20140425;100330;0.037830000;30000
VTBR;0;20140425;100330;0.037830000;470000
VTBR;0;20140425;100334;0.037830000;100000
VTBR;0;20140425;100334;0.037840000;900000
VTBR;0;20140425;100339;0.037820000;5000000
VTBR;0;20140425;100348;0.037810000;800000
VTBR;0;20140425;100349;0.037800000;1000000
VTBR;0;20140425;100349;0.037800000;10000000
VTBR;0;20140425;100351;0.037780000;500000
VTBR;0;20140425;100351;0.037780000;2040000
VTBR;0;20140425;100351;0.037760000;360000
VTBR;0;20140425;100353;0.037790000;5000000
VTBR;0;20140425;100354;0.037760000;5000000
VTBR;0;20140425;100354;0.037750000;2500000
VTBR;0;20140425;100354;0.037750000;1000000
VTBR;0;20140425;100354;0.037750000;5000000
VTBR;0;20140425;100354;0.037740000;4000000
VTBR;0;20140425;100354;0.037740000;1200000
VTBR;0;20140425;100354;0.037730000;10000000
VTBR;0;20140425;100354;0.037720000;7300000
VTBR;0;20140425;100358;0.037710000;110000
VTBR;0;20140425;100358;0.037710000;70000
VTBR;0;20140425;100358;0.037710000;10000
VTBR;0;20140425;100358;0.037710000;2000000
VTBR;0;20140425;100358;0.037710000;20000
VTBR;0;20140425;100358;0.037700000;270000
VTBR;0;20140425;100358;0.037700000;100000
VTBR;0;20140425;100358;0.037700000;100000
VTBR;0;20140425;100358;0.037700000;1320000
VTBR;0;20140425;100401;0.037730000;1000000
VTBR;0;20140425;100410;0.037730000;10000
VTBR;0;20140425;100411;0.037730000;4990000
VTBR;0;20140425;100411;0.037720000;600000
VTBR;0;20140425;100411;0.037710000;7910000
VTBR;0;20140425;100418;0.037710000;400000
VTBR;0;20140425;100421;0.037740000;500000
VTBR;0;20140425;100421;0.037710000;10000
VTBR;0;20140425;100421;0.037700000;1190000
VTBR;0;20140425;100423;0.037700000;500000
VTBR;0;20140425;100423;0.037690000;460000
VTBR;0;20140425;100423;0.037690000;2660000
VTBR;0;20140425;100423;0.037690000;2660000
VTBR;0;20140425;100423;0.037690000;1030000
VTBR;0;20140425;100423;0.037690000;1630000
VTBR;0;20140425;100423;0.037690000;600000
VTBR;0;20140425;100423;0.037690000;670000
VTBR;0;20140425;100423;0.037670000;2100000
VTBR;0;20140425;100424;0.037710000;15000000
VTBR;0;20140425;100424;0.037700000;20000
VTBR;0;20140425;100424;0.037700000;50000
VTBR;0;20140425;100424;0.037700000;2000000
VTBR;0;20140425;100430;0.037700000;20320000
VTBR;0;20140425;100430;0.037700000;10000
VTBR;0;20140425;100430;0.037690000;2650000
VTBR;0;20140425;100430;0.037690000;1280000
VTBR;0;20140425;100430;0.037690000;640000
VTBR;0;20140425;100430;0.037690000;2650000
VTBR;0;20140425;100430;0.037680000;2450000
VTBR;0;20140425;100431;0.037690000;2500000
VTBR;0;20140425;100433;0.037690000;60000
VTBR;0;20140425;100436;0.037700000;80000
VTBR;0;20140425;100436;0.037700000;80000
VTBR;0;20140425;100438;0.037700000;4840000
VTBR;0;20140425;100438;0.037710000;160000
VTBR;0;20140425;100438;0.037710000;5000000
VTBR;0;20140425;100441;0.037690000;220000
VTBR;0;20140425;100441;0.037680000;2780000
VTBR;0;20140425;100444;0.037700000;20000
VTBR;0;20140425;100444;0.037700000;150000
VTBR;0;20140425;100444;0.037710000;5050000
VTBR;0;20140425;100445;0.037700000;50000
VTBR;0;20140425;100451;0.037710000;500000
VTBR;0;20140425;100453;0.037710000;8000000
VTBR;0;20140425;100458;0.037710000;20000
VTBR;0;20140425;100501;0.037710000;20000
VTBR;0;20140425;100502;0.037710000;10000
VTBR;0;20140425;100504;0.037710000;830000
VTBR;0;20140425;100504;0.037710000;1200000
VTBR;0;20140425;100504;0.037710000;830000
VTBR;0;20140425;100504;0.037710000;830000
VTBR;0;20140425;100504;0.037710000;830000
VTBR;0;20140425;100504;0.037710000;1000000
VTBR;0;20140425;100504;0.037710000;830000
VTBR;0;20140425;100504;0.037710000;690000
VTBR;0;20140425;100504;0.037710000;50000
VTBR;0;20140425;100504;0.037710000;10000
VTBR;0;20140425;100505;0.037710000;5250000
VTBR;0;20140425;100506;0.037710000;1830000
VTBR;0;20140425;100506;0.037710000;40000
VTBR;0;20140425;100506;0.037710000;150000
VTBR;0;20140425;100506;0.037710000;50000
VTBR;0;20140425;100507;0.037710000;740000
VTBR;0;20140425;100507;0.037710000;200000
VTBR;0;20140425;100507;0.037700000;450000
VTBR;0;20140425;100507;0.037700000;10000
VTBR;0;20140425;100507;0.037700000;40000
VTBR;0;20140425;100507;0.037700000;2100000
VTBR;0;20140425;100507;0.037700000;5000000
VTBR;0;20140425;100507;0.037690000;5000000
VTBR;0;20140425;100507;0.037690000;1200000
VTBR;0;20140425;100507;0.037690000;8800000
VTBR;0;20140425;100509;0.037710000;880000
VTBR;0;20140425;100509;0.037710000;3670000
VTBR;0;20140425;100509;0.037710000;400000
VTBR;0;20140425;100510;0.037720000;800000
VTBR;0;20140425;100512;0.037720000;30000
VTBR;0;20140425;100518;0.037740000;1000000
VTBR;0;20140425;100520;0.037740000;13500000
VTBR;0;20140425;100520;0.037740000;20150000
VTBR;0;20140425;100520;0.037750000;20000
VTBR;0;20140425;100521;0.037720000;13250000
VTBR;0;20140425;100524;0.037750000;10000
VTBR;0;20140425;100527;0.037740000;130000
VTBR;0;20140425;100529;0.037750000;2000000
VTBR;0;20140425;100530;0.037750000;970000
VTBR;0;20140425;100530;0.037760000;14030000
VTBR;0;20140425;100555;0.037750000;1000000
VTBR;0;20140425;100555;0.037740000;370000
VTBR;0;20140425;100555;0.037730000;510000
VTBR;0;20140425;100555;0.037730000;5000000
VTBR;0;20140425;100555;0.037720000;1750000
VTBR;0;20140425;100555;0.037720000;500000
VTBR;0;20140425;100555;0.037720000;870000
VTBR;0;20140425;100602;0.037770000;5000000
VTBR;0;20140425;100603;0.037760000;2790000
VTBR;0;20140425;100603;0.037750000;1210000
VTBR;0;20140425;100609;0.037760000;10000
VTBR;0;20140425;100609;0.037750000;4960000
VTBR;0;20140425;100611;0.037750000;2000000
VTBR;0;20140425;100612;0.037770000;15000000
VTBR;0;20140425;100619;0.037750000;200000
VTBR;0;20140425;100619;0.037740000;50000
VTBR;0;20140425;100619;0.037730000;330000
VTBR;0;20140425;100639;0.037730000;50000
VTBR;0;20140425;100641;0.037730000;1700000
VTBR;0;20140425;100643;0.037740000;10000
VTBR;0;20140425;100648;0.037750000;20000
VTBR;0;20140425;100648;0.037730000;11420000
VTBR;0;20140425;100648;0.037730000;50000
VTBR;0;20140425;100648;0.037730000;3530000
VTBR;0;20140425;100705;0.037750000;14980000
VTBR;0;20140425;100706;0.037760000;500000
VTBR;0;20140425;100706;0.037750000;500000
VTBR;0;20140425;100711;0.037760000;40000
VTBR;0;20140425;100713;0.037770000;30000
VTBR;0;20140425;100713;0.037760000;10000
VTBR;0;20140425;100715;0.037760000;1000000
VTBR;0;20140425;100718;0.037780000;5000000
VTBR;0;20140425;100723;0.037770000;1000000
VTBR;0;20140425;100723;0.037780000;5000000
VTBR;0;20140425;100727;0.037770000;500000
VTBR;0;20140425;100728;0.037760000;80000
VTBR;0;20140425;100732;0.037770000;1000000
VTBR;0;20140425;100732;0.037780000;5000000
VTBR;0;20140425;100732;0.037780000;3670000
VTBR;0;20140425;100732;0.037790000;2500000
VTBR;0;20140425;100732;0.037790000;5290000
VTBR;0;20140425;100732;0.037790000;5000000
VTBR;0;20140425;100732;0.037800000;10300000
VTBR;0;20140425;100732;0.037800000;3000000
VTBR;0;20140425;100732;0.037800000;1300000
VTBR;0;20140425;100732;0.037810000;2650000
VTBR;0;20140425;100732;0.037810000;1290000
VTBR;0;20140425;100738;0.037800000;2500000
VTBR;0;20140425;100742;0.037800000;10000
VTBR;0;20140425;100742;0.037800000;190000
VTBR;0;20140425;100753;0.037770000;500000
VTBR;0;20140425;100754;0.037770000;200000
VTBR;0;20140425;100754;0.037770000;400000
VTBR;0;20140425;100754;0.037770000;500000
VTBR;0;20140425;100754;0.037770000;500000
VTBR;0;20140425;100754;0.037770000;500000
VTBR;0;20140425;100754;0.037770000;500000
VTBR;0;20140425;100754;0.037770000;570000
VTBR;0;20140425;100754;0.037770000;430000
VTBR;0;20140425;100754;0.037770000;200000
VTBR;0;20140425;100754;0.037760000;200000
VTBR;0;20140425;100756;0.037760000;200000
VTBR;0;20140425;100757;0.037760000;200000
VTBR;0;20140425;100757;0.037760000;200000
VTBR;0;20140425;100758;0.037760000;50000
VTBR;0;20140425;100758;0.037750000;150000
VTBR;0;20140425;100817;0.037770000;2500000
VTBR;0;20140425;100817;0.037780000;500000
VTBR;0;20140425;100820;0.037770000;500000
VTBR;0;20140425;100821;0.037750000;26480000
VTBR;0;20140425;100822;0.037750000;40000000
VTBR;0;20140425;100822;0.037750000;2450000
VTBR;0;20140425;100823;0.037750000;100000
VTBR;0;20140425;100824;0.037750000;500000
VTBR;0;20140425;100824;0.037750000;9410000
VTBR;0;20140425;100824;0.037750000;790000
VTBR;0;20140425;100824;0.037750000;4640000
VTBR;0;20140425;100824;0.037750000;200000
VTBR;0;20140425;100824;0.037730000;50000
VTBR;0;20140425;100824;0.037710000;50000
VTBR;0;20140425;100824;0.037710000;150000
VTBR;0;20140425;100827;0.037710000;160000
VTBR;0;20140425;100827;0.037710000;30000
VTBR;0;20140425;100827;0.037710000;80000
VTBR;0;20140425;100827;0.037710000;90000
VTBR;0;20140425;100828;0.037710000;4490000
VTBR;0;20140425;100828;0.037710000;2000000
VTBR;0;20140425;100828;0.037710000;50000
VTBR;0;20140425;100828;0.037710000;10000
VTBR;0;20140425;100834;0.037700000;40000
VTBR;0;20140425;100834;0.037700000;20000
VTBR;0;20140425;100834;0.037700000;100000
VTBR;0;20140425;100834;0.037690000;30000
VTBR;0;20140425;100834;0.037690000;120000
VTBR;0;20140425;100834;0.037690000;1880000
VTBR;0;20140425;100834;0.037680000;500000
VTBR;0;20140425;100835;0.037680000;840000
VTBR;0;20140425;100836;0.037680000;80000
VTBR;0;20140425;100836;0.037680000;90000
VTBR;0;20140425;100836;0.037680000;420000
VTBR;0;20140425;100836;0.037680000;70000
VTBR;0;20140425;100836;0.037680000;770000
VTBR;0;20140425;100836;0.037680000;230000
VTBR;0;20140425;100836;0.037680000;20000
VTBR;0;20140425;100836;0.037670000;5000000
VTBR;0;20140425;100836;0.037670000;10000
VTBR;0;20140425;100836;0.037670000;600000
VTBR;0;20140425;100836;0.037670000;180000
VTBR;0;20140425;100836;0.037670000;190000
VTBR;0;20140425;100836;0.037660000;10000
VTBR;0;20140425;100836;0.037650000;2660000
VTBR;0;20140425;100836;0.037650000;5000000
VTBR;0;20140425;100837;0.037640000;20000
VTBR;0;20140425;100837;0.037630000;100000
VTBR;0;20140425;100837;0.037630000;1000000
VTBR;0;20140425;100837;0.037630000;4000000
VTBR;0;20140425;100837;0.037630000;2000000
VTBR;0;20140425;100837;0.037630000;50000
VTBR;0;20140425;100837;0.037630000;2000000
VTBR;0;20140425;100837;0.037630000;2660000
VTBR;0;20140425;100837;0.037620000;800000
VTBR;0;20140425;100837;0.037620000;930000
VTBR;0;20140425;100837;0.037620000;10000
VTBR;0;20140425;100837;0.037620000;15000000
VTBR;0;20140425;100837;0.037610000;10000
VTBR;0;20140425;100837;0.037610000;10000
VTBR;0;20140425;100837;0.037610000;100000
VTBR;0;20140425;100837;0.037610000;3000000
VTBR;0;20140425;100837;0.037610000;1000000
VTBR;0;20140425;100837;0.037610000;2500000
VTBR;0;20140425;100837;0.037610000;2660000
VTBR;0;20140425;100837;0.037600000;3450000
VTBR;0;20140425;100837;0.037600000;3290000
VTBR;0;20140425;100837;0.037600000;490000
VTBR;0;20140425;100837;0.037600000;10000
VTBR;0;20140425;100837;0.037600000;100000
VTBR;0;20140425;100837;0.037600000;2660000
VTBR;0;20140425;100837;0.037600000;5000000
VTBR;0;20140425;100837;0.037600000;500000
VTBR;0;20140425;100837;0.037590000;10000
VTBR;0;20140425;100837;0.037590000;2660000
VTBR;0;20140425;100837;0.037590000;2660000
VTBR;0;20140425;100837;0.037590000;2660000
VTBR;0;20140425;100837;0.037610000;80000
VTBR;0;20140425;100837;0.037610000;80000
VTBR;0;20140425;100837;0.037590000;15000000
VTBR;0;20140425;100838;0.037610000;5000000
VTBR;0;20140425;100838;0.037590000;15000000
VTBR;0;20140425;100839;0.037600000;600000
VTBR;0;20140425;100839;0.037600000;10000
VTBR;0;20140425;100839;0.037600000;1630000
VTBR;0;20140425;100843;0.037600000;10000
VTBR;0;20140425;100845;0.037600000;180000
VTBR;0;20140425;100847;0.037610000;4750000
VTBR;0;20140425;100851;0.037590000;10000
VTBR;0;20140425;100858;0.037600000;1000000
VTBR;0;20140425;100858;0.037610000;5090000
VTBR;0;20140425;100858;0.037610000;5000000
VTBR;0;20140425;100908;0.037630000;15000000
VTBR;0;20140425;100908;0.037630000;250000
VTBR;0;20140425;100918;0.037630000;650000
VTBR;0;20140425;100919;0.037630000;210000
VTBR;0;20140425;100919;0.037630000;9650000
VTBR;0;20140425;100919;0.037630000;900000
VTBR;0;20140425;100919;0.037630000;500000
VTBR;0;20140425;100919;0.037620000;660000
VTBR;0;20140425;100920;0.037620000;250000
VTBR;0;20140425;100920;0.037620000;200000
VTBR;0;20140425;100920;0.037620000;30000
VTBR;0;20140425;100920;0.037620000;150000
VTBR;0;20140425;100920;0.037620000;80000
VTBR;0;20140425;100920;0.037620000;170000
VTBR;0;20140425;100920;0.037620000;160000
VTBR;0;20140425;100920;0.037620000;650000
VTBR;0;20140425;100923;0.037630000;10000
VTBR;0;20140425;100924;0.037620000;260000
VTBR;0;20140425;100926;0.037620000;1000000
VTBR;0;20140425;100926;0.037630000;40000
VTBR;0;20140425;100926;0.037630000;40000
VTBR;0;20140425;100928;0.037630000;210000
VTBR;0;20140425;100928;0.037620000;150000
VTBR;0;20140425;100928;0.037620000;30000
VTBR;0;20140425;100928;0.037620000;10000
VTBR;0;20140425;100928;0.037620000;200000
VTBR;0;20140425;100928;0.037620000;190000
VTBR;0;20140425;100929;0.037620000;260000
VTBR;0;20140425;100930;0.037620000;260000
VTBR;0;20140425;100933;0.037630000;10000
VTBR;0;20140425;100933;0.037630000;90000
VTBR;0;20140425;100933;0.037630000;90000
VTBR;0;20140425;100933;0.037630000;10000
VTBR;0;20140425;100933;0.037630000;200000
VTBR;0;20140425;100934;0.037630000;280000
VTBR;0;20140425;100945;0.037660000;5000000
VTBR;0;20140425;100945;0.037660000;5000000
VTBR;0;20140425;100953;0.037650000;10000
VTBR;0;20140425;100955;0.037650000;10000000
VTBR;0;20140425;101008;0.037640000;10000
VTBR;0;20140425;101008;0.037640000;2490000
VTBR;0;20140425;101018;0.037640000;510000
VTBR;0;20140425;101027;0.037650000;690000
VTBR;0;20140425;101028;0.037650000;100000
VTBR;0;20140425;101030;0.037650000;450000
VTBR;0;20140425;101030;0.037650000;3050000
VTBR;0;20140425;101030;0.037650000;800000
VTBR;0;20140425;101034;0.037660000;3000000
VTBR;0;20140425;101036;0.037650000;1000000
VTBR;0;20140425;101036;0.037660000;3470000
VTBR;0;20140425;101036;0.037660000;40000
VTBR;0;20140425;101037;0.037660000;50000
VTBR;0;20140425;101038;0.037670000;100000
VTBR;0;20140425;101038;0.037650000;990000
VTBR;0;20140425;101038;0.037640000;2310000
VTBR;0;20140425;101038;0.037660000;1920000
VTBR;0;20140425;101038;0.037660000;20000
VTBR;0;20140425;101039;0.037660000;210000
VTBR;0;20140425;101039;0.037660000;20000
VTBR;0;20140425;101040;0.037660000;180000
