<TICKER>;<PER>;<DATE>;<TIME>;<LAST>;<VOL>
ROSN;0;20140425;120311;224.790000000;420
ROSN;0;20140425;120311;224.770000000;40
ROSN;0;20140425;120311;224.770000000;210
ROSN;0;20140425;120315;224.800000000;80
ROSN;0;20140425;120428;224.690000000;780
ROSN;0;20140425;120428;224.510000000;450
ROSN;0;20140425;120433;224.740000000;10
ROSN;0;20140425;120507;224.730000000;40
ROSN;0;20140425;120510;224.730000000;40
ROSN;0;20140425;120518;224.720000000;60
ROSN;0;20140425;120518;224.720000000;370
ROSN;0;20140425;120518;224.720000000;10
ROSN;0;20140425;120518;224.600000000;80
ROSN;0;20140425;120518;224.600000000;180
ROSN;0;20140425;120751;224.710000000;10
ROSN;0;20140425;120851;224.790000000;80
ROSN;0;20140425;120851;224.790000000;120
ROSN;0;20140425;120851;224.800000000;100
ROSN;0;20140425;120852;224.740000000;160
ROSN;0;20140425;120902;224.790000000;40
ROSN;0;20140425;120909;224.820000000;10
ROSN;0;20140425;120909;224.810000000;250
ROSN;0;20140425;120910;224.810000000;140
ROSN;0;20140425;120910;224.810000000;390
ROSN;0;20140425;120910;224.810000000;190
ROSN;0;20140425;120910;224.810000000;10
ROSN;0;20140425;120910;224.800000000;810
ROSN;0;20140425;120910;224.800000000;250
ROSN;0;20140425;120913;224.800000000;7540
ROSN;0;20140425;120913;224.800000000;750
ROSN;0;20140425;120913;224.790000000;200
ROSN;0;20140425;120913;224.780000000;10
ROSN;0;20140425;120913;224.750000000;10
ROSN;0;20140425;120913;224.700000000;470
ROSN;0;20140425;120913;224.600000000;100
ROSN;0;20140425;120914;224.600000000;60
ROSN;0;20140425;120914;224.600000000;240
ROSN;0;20140425;120917;224.610000000;300
ROSN;0;20140425;120917;224.610000000;400
ROSN;0;20140425;121106;224.620000000;300
ROSN;0;20140425;121106;224.700000000;200
ROSN;0;20140425;121107;224.620000000;100
ROSN;0;20140425;121119;224.630000000;30
ROSN;0;20140425;121131;224.630000000;90
ROSN;0;20140425;121135;224.630000000;100
ROSN;0;20140425;121135;224.630000000;40
ROSN;0;20140425;121135;224.630000000;10
ROSN;0;20140425;121138;224.630000000;160
ROSN;0;20140425;121143;224.630000000;40
ROSN;0;20140425;121247;224.630000000;280
ROSN;0;20140425;121247;224.630000000;90
ROSN;0;20140425;121247;224.620000000;500
ROSN;0;20140425;121247;224.620000000;130
ROSN;0;20140425;121250;224.530000000;90
ROSN;0;20140425;121251;224.530000000;80
ROSN;0;20140425;121252;224.530000000;10
ROSN;0;20140425;121254;224.530000000;10
ROSN;0;20140425;121254;224.530000000;80
ROSN;0;20140425;121255;224.540000000;10
ROSN;0;20140425;121255;224.530000000;60
ROSN;0;20140425;121256;224.530000000;100
ROSN;0;20140425;121257;224.530000000;40
ROSN;0;20140425;121314;224.530000000;90
ROSN;0;20140425;121327;224.530000000;20
ROSN;0;20140425;121442;224.670000000;60
ROSN;0;20140425;121442;224.680000000;940
ROSN;0;20140425;121500;224.630000000;50
ROSN;0;20140425;121536;224.640000000;30
ROSN;0;20140425;121536;224.640000000;40
ROSN;0;20140425;121610;224.640000000;110
ROSN;0;20140425;121610;224.640000000;500
ROSN;0;20140425;121610;224.640000000;250
ROSN;0;20140425;121610;224.640000000;420
ROSN;0;20140425;121610;224.640000000;360
ROSN;0;20140425;121700;224.630000000;460
ROSN;0;20140425;121713;224.630000000;10
ROSN;0;20140425;121713;224.550000000;460
ROSN;0;20140425;121713;224.540000000;460
ROSN;0;20140425;121814;224.570000000;10
ROSN;0;20140425;121814;224.570000000;90
ROSN;0;20140425;121957;224.600000000;760
ROSN;0;20140425;121957;224.600000000;110
ROSN;0;20140425;121957;224.600000000;240
ROSN;0;20140425;121957;224.580000000;800
ROSN;0;20140425;122005;224.580000000;80
ROSN;0;20140425;122125;224.580000000;10
ROSN;0;20140425;122125;224.580000000;90
ROSN;0;20140425;122224;224.630000000;100
ROSN;0;20140425;122225;224.680000000;500
ROSN;0;20140425;122302;224.630000000;30
ROSN;0;20140425;122324;224.770000000;100
ROSN;0;20140425;122407;224.710000000;90
ROSN;0;20140425;122407;224.710000000;10
ROSN;0;20140425;122409;224.770000000;200
ROSN;0;20140425;122451;224.770000000;940
ROSN;0;20140425;122455;224.710000000;180
ROSN;0;20140425;122455;224.710000000;790
ROSN;0;20140425;122455;224.710000000;700
ROSN;0;20140425;122455;224.710000000;3000
ROSN;0;20140425;122455;224.700000000;3000
ROSN;0;20140425;122518;224.600000000;10
ROSN;0;20140425;122518;224.580000000;90
ROSN;0;20140425;122550;224.660000000;450
ROSN;0;20140425;122550;224.640000000;470
ROSN;0;20140425;122627;224.640000000;10
ROSN;0;20140425;122628;224.650000000;10
ROSN;0;20140425;122634;224.650000000;10
ROSN;0;20140425;122634;224.650000000;10
ROSN;0;20140425;122639;224.680000000;100
ROSN;0;20140425;122639;224.690000000;250
ROSN;0;20140425;122644;224.650000000;10
ROSN;0;20140425;122657;224.680000000;100
ROSN;0;20140425;122710;224.690000000;40
ROSN;0;20140425;122737;224.700000000;1000
ROSN;0;20140425;122737;224.700000000;10
ROSN;0;20140425;122737;224.700000000;10
ROSN;0;20140425;122801;224.700000000;40
ROSN;0;20140425;122814;224.700000000;280
ROSN;0;20140425;122822;224.730000000;310
ROSN;0;20140425;122827;224.730000000;420
ROSN;0;20140425;122827;224.730000000;190
ROSN;0;20140425;122845;224.770000000;10
ROSN;0;20140425;122900;224.770000000;1530
ROSN;0;20140425;122900;224.770000000;20
ROSN;0;20140425;122900;224.770000000;90
ROSN;0;20140425;122900;224.770000000;210
ROSN;0;20140425;122900;224.780000000;20
ROSN;0;20140425;122900;224.780000000;80
ROSN;0;20140425;122900;224.780000000;20
ROSN;0;20140425;122901;224.880000000;100
ROSN;0;20140425;122904;224.880000000;200
ROSN;0;20140425;122921;224.880000000;330
ROSN;0;20140425;122921;224.880000000;170
ROSN;0;20140425;122929;224.820000000;100
ROSN;0;20140425;123013;224.820000000;30
ROSN;0;20140425;123027;224.830000000;70
ROSN;0;20140425;123028;224.830000000;50
ROSN;0;20140425;123028;224.830000000;40
ROSN;0;20140425;123029;224.830000000;560
ROSN;0;20140425;123029;224.830000000;140
ROSN;0;20140425;123033;224.780000000;30
ROSN;0;20140425;123033;224.720000000;100
ROSN;0;20140425;123034;224.730000000;10
ROSN;0;20140425;123034;224.720000000;60
ROSN;0;20140425;123303;224.890000000;340
ROSN;0;20140425;123303;224.910000000;3000
ROSN;0;20140425;123303;224.910000000;40
ROSN;0;20140425;123303;224.960000000;200
ROSN;0;20140425;123303;224.960000000;100
ROSN;0;20140425;123303;224.960000000;910
ROSN;0;20140425;123303;224.970000000;100
ROSN;0;20140425;123303;224.970000000;1770
ROSN;0;20140425;123303;224.980000000;1440
ROSN;0;20140425;123305;224.870000000;160
ROSN;0;20140425;123308;224.890000000;130
ROSN;0;20140425;123341;224.920000000;50
ROSN;0;20140425;123442;224.980000000;20
ROSN;0;20140425;123442;224.990000000;10
ROSN;0;20140425;123442;224.990000000;40
ROSN;0;20140425;123442;225.000000000;1930
ROSN;0;20140425;123457;224.990000000;20
ROSN;0;20140425;123507;225.000000000;310
ROSN;0;20140425;123515;225.000000000;100
ROSN;0;20140425;123537;224.940000000;40
ROSN;0;20140425;123543;224.940000000;400
ROSN;0;20140425;123543;224.940000000;240
ROSN;0;20140425;123543;224.940000000;760
ROSN;0;20140425;123543;224.940000000;40
ROSN;0;20140425;123543;224.940000000;140
ROSN;0;20140425;123543;224.890000000;30
ROSN;0;20140425;123549;224.890000000;300
ROSN;0;20140425;123549;224.880000000;910
ROSN;0;20140425;123616;224.850000000;100
ROSN;0;20140425;123619;224.860000000;900
ROSN;0;20140425;123619;224.870000000;100
ROSN;0;20140425;123744;224.860000000;10
ROSN;0;20140425;123758;224.760000000;30
ROSN;0;20140425;123758;224.760000000;60
ROSN;0;20140425;123758;224.750000000;10
ROSN;0;20140425;123758;224.700000000;20
ROSN;0;20140425;123758;224.700000000;20
ROSN;0;20140425;123758;224.700000000;280
ROSN;0;20140425;123758;224.700000000;200
ROSN;0;20140425;123758;224.700000000;200
ROSN;0;20140425;123758;224.750000000;1000
ROSN;0;20140425;123758;224.610000000;460
ROSN;0;20140425;123758;224.610000000;100
ROSN;0;20140425;123758;224.600000000;200
ROSN;0;20140425;123758;224.580000000;10
ROSN;0;20140425;123759;224.570000000;100
ROSN;0;20140425;123759;224.560000000;100
ROSN;0;20140425;123759;224.630000000;200
ROSN;0;20140425;123759;224.630000000;970
ROSN;0;20140425;123759;224.570000000;90
ROSN;0;20140425;123759;224.570000000;100
ROSN;0;20140425;123759;224.550000000;90
ROSN;0;20140425;123801;224.550000000;160
ROSN;0;20140425;123925;224.670000000;10
ROSN;0;20140425;123933;224.650000000;90
ROSN;0;20140425;123948;224.730000000;100
ROSN;0;20140425;124117;224.740000000;80
ROSN;0;20140425;124117;224.750000000;2000
ROSN;0;20140425;124117;224.750000000;2920
ROSN;0;20140425;124126;224.740000000;10
ROSN;0;20140425;124126;224.740000000;80
ROSN;0;20140425;124159;224.740000000;2000
ROSN;0;20140425;124217;224.740000000;130
ROSN;0;20140425;124219;224.740000000;790
ROSN;0;20140425;124219;224.740000000;10
ROSN;0;20140425;124219;224.750000000;1330
ROSN;0;20140425;124225;224.750000000;1230
ROSN;0;20140425;124226;224.750000000;1640
ROSN;0;20140425;124418;224.760000000;980
ROSN;0;20140425;124418;224.960000000;110
ROSN;0;20140425;124418;224.970000000;10
ROSN;0;20140425;124422;224.970000000;130
ROSN;0;20140425;124422;225.000000000;370
ROSN;0;20140425;124424;225.000000000;80
ROSN;0;20140425;124425;225.000000000;90
ROSN;0;20140425;124432;225.000000000;90
ROSN;0;20140425;124449;224.930000000;10
ROSN;0;20140425;124449;224.930000000;100
ROSN;0;20140425;124449;224.930000000;740
ROSN;0;20140425;124449;224.910000000;3000
ROSN;0;20140425;124449;224.880000000;310
ROSN;0;20140425;124449;224.860000000;100
ROSN;0;20140425;124449;224.840000000;100
ROSN;0;20140425;124449;224.860000000;100
ROSN;0;20140425;124452;224.890000000;100
ROSN;0;20140425;124452;224.900000000;320
ROSN;0;20140425;124453;224.900000000;80
ROSN;0;20140425;124500;224.900000000;90
ROSN;0;20140425;124502;224.900000000;90
ROSN;0;20140425;124507;224.900000000;80
ROSN;0;20140425;124508;224.900000000;20
ROSN;0;20140425;124509;224.900000000;340
ROSN;0;20140425;124509;224.900000000;90
ROSN;0;20140425;124509;224.900000000;640
ROSN;0;20140425;124512;224.900000000;820
ROSN;0;20140425;124512;224.900000000;350
ROSN;0;20140425;124513;224.900000000;130
ROSN;0;20140425;124516;224.900000000;90
ROSN;0;20140425;124559;224.870000000;10
ROSN;0;20140425;124620;224.900000000;4500
ROSN;0;20140425;124625;224.900000000;1500
ROSN;0;20140425;124627;224.900000000;100
ROSN;0;20140425;124627;224.900000000;100
ROSN;0;20140425;124630;224.900000000;750
ROSN;0;20140425;124634;224.900000000;150
ROSN;0;20140425;124638;224.900000000;30
ROSN;0;20140425;124651;224.870000000;240
ROSN;0;20140425;124651;224.870000000;760
ROSN;0;20140425;124651;224.840000000;1000
ROSN;0;20140425;124653;224.840000000;60
ROSN;0;20140425;124727;224.840000000;200
ROSN;0;20140425;124727;224.840000000;360
ROSN;0;20140425;124727;224.840000000;150
ROSN;0;20140425;124755;224.870000000;100
ROSN;0;20140425;124818;224.820000000;50
ROSN;0;20140425;124818;224.820000000;270
ROSN;0;20140425;124818;224.820000000;90
ROSN;0;20140425;124858;224.870000000;60
ROSN;0;20140425;124858;224.890000000;20
ROSN;0;20140425;124858;224.900000000;10
ROSN;0;20140425;124932;224.900000000;90
ROSN;0;20140425;124932;224.900000000;620
ROSN;0;20140425;124932;224.900000000;100
ROSN;0;20140425;124932;224.900000000;130
ROSN;0;20140425;124932;224.900000000;60
ROSN;0;20140425;124932;224.900000000;50
ROSN;0;20140425;124932;224.900000000;1960
ROSN;0;20140425;124932;224.900000000;200
ROSN;0;20140425;124932;224.900000000;110
ROSN;0;20140425;124932;224.900000000;1620
ROSN;0;20140425;124932;224.900000000;4000
ROSN;0;20140425;124932;224.900000000;10
ROSN;0;20140425;124932;224.900000000;570
ROSN;0;20140425;124939;224.900000000;10
ROSN;0;20140425;124939;224.900000000;90
ROSN;0;20140425;124939;224.900000000;300
ROSN;0;20140425;124939;224.900000000;1000
ROSN;0;20140425;124939;224.900000000;30
ROSN;0;20140425;124940;224.900000000;10
ROSN;0;20140425;124940;224.900000000;300
ROSN;0;20140425;124940;224.900000000;90
ROSN;0;20140425;124940;224.900000000;20
ROSN;0;20140425;124940;224.900000000;510
ROSN;0;20140425;124940;224.900000000;190
ROSN;0;20140425;124940;224.900000000;10
ROSN;0;20140425;124940;224.900000000;100
ROSN;0;20140425;124940;224.900000000;600
ROSN;0;20140425;124940;224.900000000;90
ROSN;0;20140425;124940;225.000000000;90
ROSN;0;20140425;124940;225.000000000;300
ROSN;0;20140425;124941;225.000000000;10
ROSN;0;20140425;124941;225.000000000;160
ROSN;0;20140425;124941;225.000000000;80
ROSN;0;20140425;124941;225.000000000;400
ROSN;0;20140425;124941;225.000000000;100
ROSN;0;20140425;124941;225.000000000;400
ROSN;0;20140425;124942;225.000000000;90
ROSN;0;20140425;124942;225.000000000;20
ROSN;0;20140425;124942;225.000000000;20
ROSN;0;20140425;124943;225.000000000;1000
ROSN;0;20140425;124943;225.000000000;100
ROSN;0;20140425;124943;225.000000000;1750
ROSN;0;20140425;124943;225.000000000;110
ROSN;0;20140425;124943;225.000000000;70
ROSN;0;20140425;124943;225.000000000;90
ROSN;0;20140425;124943;225.000000000;3250
ROSN;0;20140425;124943;225.000000000;1390
ROSN;0;20140425;124943;225.000000000;480
ROSN;0;20140425;124943;225.000000000;40
ROSN;0;20140425;124943;225.000000000;170
ROSN;0;20140425;124943;225.000000000;200
ROSN;0;20140425;124943;225.000000000;110
ROSN;0;20140425;124943;225.000000000;50
ROSN;0;20140425;124943;225.000000000;200
ROSN;0;20140425;124943;225.000000000;20
ROSN;0;20140425;124943;225.000000000;400
ROSN;0;20140425;124943;225.000000000;140
ROSN;0;20140425;124943;225.000000000;400
ROSN;0;20140425;124943;225.000000000;800
ROSN;0;20140425;124943;225.000000000;430
ROSN;0;20140425;124943;225.000000000;10
ROSN;0;20140425;124943;225.020000000;360
ROSN;0;20140425;124943;225.100000000;50
ROSN;0;20140425;124943;225.100000000;150
ROSN;0;20140425;124943;225.100000000;150
ROSN;0;20140425;124943;225.170000000;50
ROSN;0;20140425;124943;225.180000000;70
ROSN;0;20140425;124944;225.180000000;100
ROSN;0;20140425;124944;225.180000000;200
ROSN;0;20140425;124944;225.180000000;600
ROSN;0;20140425;124944;225.180000000;300
ROSN;0;20140425;124948;225.180000000;300
ROSN;0;20140425;124948;225.180000000;300
ROSN;0;20140425;124954;225.170000000;600
ROSN;0;20140425;124955;225.170000000;290
ROSN;0;20140425;124955;225.170000000;110
ROSN;0;20140425;124956;225.170000000;330
ROSN;0;20140425;124956;225.170000000;170
ROSN;0;20140425;124956;225.170000000;20
ROSN;0;20140425;124956;225.170000000;580
ROSN;0;20140425;124956;225.170000000;420
ROSN;0;20140425;125001;225.170000000;300
ROSN;0;20140425;125006;225.170000000;70
ROSN;0;20140425;125006;225.170000000;60
ROSN;0;20140425;125006;225.170000000;30
ROSN;0;20140425;125014;225.170000000;890
ROSN;0;20140425;125024;225.180000000;50
ROSN;0;20140425;125027;225.180000000;80
ROSN;0;20140425;125027;225.180000000;10
ROSN;0;20140425;125027;225.200000000;10
ROSN;0;20140425;125027;225.200000000;900
ROSN;0;20140425;125027;225.200000000;70
ROSN;0;20140425;125027;225.200000000;1000
ROSN;0;20140425;125028;225.200000000;10
ROSN;0;20140425;125028;225.200000000;30
ROSN;0;20140425;125028;225.250000000;20
ROSN;0;20140425;125028;225.300000000;150
ROSN;0;20140425;125028;225.300000000;30
ROSN;0;20140425;125028;225.310000000;200
ROSN;0;20140425;125028;225.210000000;150
ROSN;0;20140425;125028;225.300000000;140
ROSN;0;20140425;125028;225.310000000;860
ROSN;0;20140425;125031;225.300000000;600
ROSN;0;20140425;125031;225.250000000;320
ROSN;0;20140425;125031;225.210000000;80
ROSN;0;20140425;125051;225.200000000;20
ROSN;0;20140425;125054;225.200000000;440
ROSN;0;20140425;125054;225.180000000;110
ROSN;0;20140425;125054;225.180000000;50
ROSN;0;20140425;125054;225.180000000;350
ROSN;0;20140425;125054;225.180000000;310
ROSN;0;20140425;125054;225.180000000;10
ROSN;0;20140425;125054;225.160000000;450
ROSN;0;20140425;125158;225.270000000;100
ROSN;0;20140425;125158;225.270000000;200
ROSN;0;20140425;125158;225.280000000;910
ROSN;0;20140425;125158;225.290000000;3000
ROSN;0;20140425;125158;225.310000000;790
ROSN;0;20140425;125226;225.200000000;190
ROSN;0;20140425;125226;225.200000000;110
ROSN;0;20140425;125302;225.290000000;10
ROSN;0;20140425;125302;225.300000000;30
ROSN;0;20140425;125353;225.300000000;30
ROSN;0;20140425;125449;225.230000000;630
ROSN;0;20140425;125449;225.230000000;200
ROSN;0;20140425;125512;225.300000000;10
ROSN;0;20140425;125621;225.300000000;100
ROSN;0;20140425;125649;225.310000000;90
ROSN;0;20140425;125721;225.310000000;20
ROSN;0;20140425;125722;225.310000000;60
ROSN;0;20140425;125722;225.310000000;120
ROSN;0;20140425;125722;225.310000000;150
ROSN;0;20140425;125722;225.310000000;370
ROSN;0;20140425;125722;225.310000000;640
ROSN;0;20140425;125722;225.310000000;100
ROSN;0;20140425;125724;225.310000000;90
ROSN;0;20140425;125724;225.310000000;180
ROSN;0;20140425;125726;225.310000000;270
ROSN;0;20140425;125726;225.310000000;80
ROSN;0;20140425;125726;225.310000000;80
ROSN;0;20140425;125728;225.400000000;90
ROSN;0;20140425;125728;225.400000000;90
ROSN;0;20140425;125728;225.400000000;400
ROSN;0;20140425;125728;225.400000000;200
ROSN;0;20140425;125728;225.400000000;60
ROSN;0;20140425;125729;225.400000000;70
ROSN;0;20140425;125729;225.450000000;90
ROSN;0;20140425;125729;225.450000000;500
ROSN;0;20140425;125729;225.450000000;290
ROSN;0;20140425;125729;225.450000000;160
ROSN;0;20140425;125729;225.450000000;80
ROSN;0;20140425;125729;225.450000000;40
ROSN;0;20140425;125729;225.450000000;70
ROSN;0;20140425;125729;225.450000000;90
ROSN;0;20140425;125729;225.450000000;70
ROSN;0;20140425;125729;225.450000000;10
ROSN;0;20140425;125729;225.450000000;180
ROSN;0;20140425;125729;225.450000000;130
ROSN;0;20140425;125729;225.450000000;60
ROSN;0;20140425;125729;225.450000000;70
ROSN;0;20140425;125729;225.450000000;60
ROSN;0;20140425;125746;225.450000000;90
ROSN;0;20140425;125747;225.360000000;260
ROSN;0;20140425;125747;225.360000000;1180
ROSN;0;20140425;125747;225.360000000;560
ROSN;0;20140425;125821;225.450000000;130
ROSN;0;20140425;125827;225.450000000;380
ROSN;0;20140425;125827;225.470000000;300
ROSN;0;20140425;125827;225.470000000;50
ROSN;0;20140425;125827;225.500000000;250
ROSN;0;20140425;125827;225.500000000;20
ROSN;0;20140425;125828;225.500000000;160
ROSN;0;20140425;125828;225.500000000;100
ROSN;0;20140425;125829;225.500000000;20
ROSN;0;20140425;125829;225.500000000;20
ROSN;0;20140425;125829;225.500000000;100
ROSN;0;20140425;125829;225.500000000;10
ROSN;0;20140425;125829;225.500000000;70
ROSN;0;20140425;125829;225.500000000;30
ROSN;0;20140425;125830;225.500000000;100
ROSN;0;20140425;125830;225.500000000;100
ROSN;0;20140425;125830;225.510000000;100
ROSN;0;20140425;125830;225.510000000;50
ROSN;0;20140425;125830;225.540000000;20
ROSN;0;20140425;125830;225.600000000;20
ROSN;0;20140425;125830;225.600000000;10
ROSN;0;20140425;125830;225.600000000;90
ROSN;0;20140425;125830;225.600000000;50
ROSN;0;20140425;125830;225.620000000;60
ROSN;0;20140425;125830;225.620000000;20
ROSN;0;20140425;125841;225.610000000;40
ROSN;0;20140425;125851;225.610000000;2500
ROSN;0;20140425;125905;225.620000000;20
ROSN;0;20140425;125912;225.660000000;40
ROSN;0;20140425;125912;225.660000000;10
ROSN;0;20140425;125912;225.670000000;20
ROSN;0;20140425;125912;225.700000000;10
ROSN;0;20140425;125955;225.700000000;90
ROSN;0;20140425;125955;225.700000000;80
ROSN;0;20140425;125955;225.700000000;160
ROSN;0;20140425;125955;225.700000000;90
ROSN;0;20140425;125956;225.700000000;200
ROSN;0;20140425;125958;225.700000000;70
ROSN;0;20140425;125959;225.700000000;30
ROSN;0;20140425;130010;225.640000000;10
ROSN;0;20140425;130018;225.700000000;100
ROSN;0;20140425;130020;225.640000000;180
ROSN;0;20140425;130020;225.640000000;720
ROSN;0;20140425;130020;225.620000000;100
ROSN;0;20140425;130020;225.610000000;100
ROSN;0;20140425;130020;225.610000000;200
ROSN;0;20140425;130020;225.610000000;20
ROSN;0;20140425;130020;225.610000000;20
ROSN;0;20140425;130020;225.610000000;60
ROSN;0;20140425;130020;225.610000000;60
ROSN;0;20140425;130020;225.610000000;340
ROSN;0;20140425;130020;225.610000000;120
ROSN;0;20140425;130020;225.610000000;860
ROSN;0;20140425;130020;225.610000000;20
ROSN;0;20140425;130020;225.610000000;140
ROSN;0;20140425;130020;225.610000000;20
ROSN;0;20140425;130020;225.590000000;310
ROSN;0;20140425;130020;225.590000000;310
ROSN;0;20140425;130053;225.570000000;800
ROSN;0;20140425;130135;225.400000000;20
ROSN;0;20140425;130135;225.390000000;10
ROSN;0;20140425;130136;225.380000000;900
ROSN;0;20140425;130136;225.370000000;100
ROSN;0;20140425;130136;225.380000000;10
ROSN;0;20140425;130136;225.370000000;700
ROSN;0;20140425;130136;225.350000000;150
ROSN;0;20140425;130235;225.420000000;70
ROSN;0;20140425;130237;225.510000000;90
ROSN;0;20140425;130258;225.380000000;100
ROSN;0;20140425;130433;225.320000000;90
ROSN;0;20140425;130433;225.310000000;170
ROSN;0;20140425;130433;225.270000000;330
ROSN;0;20140425;130443;225.430000000;10
ROSN;0;20140425;130606;225.440000000;10
ROSN;0;20140425;130632;225.330000000;10
ROSN;0;20140425;130647;225.320000000;20
ROSN;0;20140425;130700;225.320000000;70
ROSN;0;20140425;130700;225.310000000;10
ROSN;0;20140425;130704;225.310000000;100
ROSN;0;20140425;130806;225.240000000;10
ROSN;0;20140425;130810;225.280000000;20
ROSN;0;20140425;130825;225.280000000;10
ROSN;0;20140425;130830;225.290000000;10
ROSN;0;20140425;130848;225.260000000;410
ROSN;0;20140425;130923;225.260000000;10
ROSN;0;20140425;130926;225.260000000;510
ROSN;0;20140425;130926;225.290000000;90
ROSN;0;20140425;130926;225.290000000;30
ROSN;0;20140425;130926;225.290000000;30
ROSN;0;20140425;130926;225.290000000;30
ROSN;0;20140425;130928;225.300000000;1840
ROSN;0;20140425;130928;225.300000000;660
ROSN;0;20140425;130928;225.310000000;130
ROSN;0;20140425;130934;225.310000000;70
ROSN;0;20140425;130934;225.310000000;10
ROSN;0;20140425;130934;225.310000000;90
ROSN;0;20140425;130934;225.310000000;600
ROSN;0;20140425;130934;225.310000000;170
ROSN;0;20140425;130937;225.310000000;270
ROSN;0;20140425;130937;225.310000000;20
ROSN;0;20140425;130937;225.310000000;1140
ROSN;0;20140425;130943;225.440000000;90
ROSN;0;20140425;130944;225.440000000;90
ROSN;0;20140425;130944;225.440000000;100
ROSN;0;20140425;130945;225.440000000;30
ROSN;0;20140425;130945;225.440000000;60
ROSN;0;20140425;130945;225.440000000;20
ROSN;0;20140425;130945;225.440000000;20
ROSN;0;20140425;130945;225.440000000;100
ROSN;0;20140425;130945;225.440000000;100
ROSN;0;20140425;130945;225.440000000;10
ROSN;0;20140425;130945;225.450000000;90
ROSN;0;20140425;130945;225.450000000;410
ROSN;0;20140425;130945;225.450000000;330
ROSN;0;20140425;130945;225.450000000;10
ROSN;0;20140425;130945;225.450000000;110
ROSN;0;20140425;130945;225.450000000;10
ROSN;0;20140425;130945;225.450000000;60
ROSN;0;20140425;130945;225.450000000;130
ROSN;0;20140425;130945;225.450000000;20
ROSN;0;20140425;130945;225.450000000;60
ROSN;0;20140425;130945;225.450000000;60
ROSN;0;20140425;130945;225.450000000;60
ROSN;0;20140425;130945;225.450000000;410
ROSN;0;20140425;130945;225.450000000;10
ROSN;0;20140425;130945;225.450000000;120
ROSN;0;20140425;130945;225.450000000;20
ROSN;0;20140425;130945;225.450000000;590
ROSN;0;20140425;130946;225.580000000;10
ROSN;0;20140425;130946;225.590000000;80
ROSN;0;20140425;130946;225.640000000;90
ROSN;0;20140425;130947;225.680000000;80
ROSN;0;20140425;130947;225.680000000;10
ROSN;0;20140425;130949;225.680000000;70
ROSN;0;20140425;130950;225.680000000;100
ROSN;0;20140425;130959;225.680000000;90
ROSN;0;20140425;130959;225.690000000;90
ROSN;0;20140425;130959;225.690000000;10
ROSN;0;20140425;130959;225.690000000;70
ROSN;0;20140425;131000;225.690000000;30
ROSN;0;20140425;131000;225.700000000;20
ROSN;0;20140425;131001;225.700000000;20
ROSN;0;20140425;131001;225.700000000;30
ROSN;0;20140425;131001;225.700000000;10
ROSN;0;20140425;131001;225.700000000;20
ROSN;0;20140425;131001;225.700000000;20
ROSN;0;20140425;131001;225.700000000;90
ROSN;0;20140425;131001;225.700000000;90
ROSN;0;20140425;131002;225.700000000;130
ROSN;0;20140425;131004;225.700000000;80
ROSN;0;20140425;131004;225.700000000;20
ROSN;0;20140425;131004;225.700000000;10
ROSN;0;20140425;131004;225.700000000;90
ROSN;0;20140425;131004;225.700000000;10
ROSN;0;20140425;131004;225.700000000;350
ROSN;0;20140425;131005;225.700000000;90
ROSN;0;20140425;131005;225.700000000;10
ROSN;0;20140425;131005;225.700000000;30
ROSN;0;20140425;131005;225.700000000;10
ROSN;0;20140425;131005;225.700000000;10
ROSN;0;20140425;131005;225.700000000;10
ROSN;0;20140425;131005;225.700000000;10
ROSN;0;20140425;131005;225.700000000;20
ROSN;0;20140425;131006;225.700000000;160
ROSN;0;20140425;131007;225.700000000;110
ROSN;0;20140425;131007;225.700000000;100
ROSN;0;20140425;131007;225.700000000;10
ROSN;0;20140425;131007;225.700000000;230
ROSN;0;20140425;131007;225.700000000;10
ROSN;0;20140425;131007;225.700000000;300
ROSN;0;20140425;131007;225.700000000;300
ROSN;0;20140425;131007;225.700000000;30
ROSN;0;20140425;131007;225.700000000;20
ROSN;0;20140425;131007;225.710000000;200
ROSN;0;20140425;131009;225.740000000;10
ROSN;0;20140425;131009;225.760000000;80
ROSN;0;20140425;131009;225.760000000;120
ROSN;0;20140425;131009;225.760000000;50
ROSN;0;20140425;131009;225.760000000;10
ROSN;0;20140425;131009;225.760000000;10
ROSN;0;20140425;131011;225.760000000;30
ROSN;0;20140425;131011;225.760000000;10
ROSN;0;20140425;131011;225.770000000;120
ROSN;0;20140425;131012;225.770000000;30
ROSN;0;20140425;131014;225.770000000;170
ROSN;0;20140425;131015;225.770000000;80
ROSN;0;20140425;131017;225.750000000;30
ROSN;0;20140425;131017;225.750000000;20
ROSN;0;20140425;131017;225.770000000;110
ROSN;0;20140425;131018;225.770000000;3200
ROSN;0;20140425;131018;225.770000000;3570
ROSN;0;20140425;131018;225.780000000;1430
ROSN;0;20140425;131018;225.780000000;1070
ROSN;0;20140425;131018;225.780000000;1000
ROSN;0;20140425;131018;225.790000000;10
ROSN;0;20140425;131018;225.790000000;100
ROSN;0;20140425;131018;225.800000000;1980
ROSN;0;20140425;131018;225.800000000;90
ROSN;0;20140425;131018;225.800000000;90
ROSN;0;20140425;131019;225.800000000;140
ROSN;0;20140425;131019;225.800000000;380
ROSN;0;20140425;131019;225.800000000;10
ROSN;0;20140425;131019;225.800000000;10
